"name","cloudplatform","nooflabs","lastprovisiondate","category","createdon","comments"
aws.lab.tcs.Ubuntu.Datastax,AMAZON,4,2021-12-22 14:55:53.940 +0530,RESOURCE_PROVISIONING,2021-03-12 18:01:25.555 +0530,Provisioned
aws.lab.tcs.Ubuntu.Desktop.Airflow,AMAZON,13,2022-06-29 14:56:13.502 +0530,RESOURCE_PROVISIONING,2022-06-26 17:25:42.789 +0530,Provisioned
aws.lab.tcs.Ubuntu.Desktop.AngularCLI,AMAZON,6,2022-07-04 16:07:02.265 +0530,RESOURCE_PROVISIONING,2022-06-24 18:05:18.712 +0530,Provisioned
aws.lab.tcs.Ubuntu.Desktop.ApacheNifi,AMAZON,22,2022-11-01 00:19:49.780 +0530,RESOURCE_PROVISIONING,2021-06-30 17:11:58.241 +0530,Provisioned
aws.lab.tcs.Ubuntu.Desktop.Artifactory,AMAZON,3,2021-03-22 18:16:20.520 +0530,RESOURCE_PROVISIONING,2021-03-18 15:40:46.327 +0530,Provisioned
aws.lab.tcs.Ubuntu.Desktop.Camunda,AMAZON,4,2022-07-06 17:52:59.377 +0530,RESOURCE_PROVISIONING,2021-09-15 14:57:23.660 +0530,Provisioned
aws.lab.tcs.Ubuntu.Desktop.Cassandra.Devops,AMAZON,7,2022-12-01 09:12:52.175 +0530,RESOURCE_PROVISIONING,2022-07-13 15:20:34.191 +0530,Provisioned
aws.lab.tcs.Ubuntu.Desktop.Chef,AMAZON,12,2021-11-17 18:19:48.399 +0530,RESOURCE_PROVISIONING,2021-06-29 20:15:57.779 +0530,Provisioned
aws.lab.tcs.Ubuntu.Desktop.CM,AMAZON,3,2022-06-21 15:32:37.208 +0530,RESOURCE_PROVISIONING,2022-06-20 16:41:50.384 +0530,Provisioned
aws.lab.tcs.Ubuntu.Desktop.Confluent.Kafka,AMAZON,11,2023-01-18 17:03:54.303 +0530,RESOURCE_PROVISIONING,2022-06-14 16:42:18.454 +0530,Provisioned
aws.lab.tcs.Ubuntu.Desktop.Cpp.QT,AMAZON,3,2022-06-20 15:47:47.896 +0530,RESOURCE_PROVISIONING,2022-06-17 14:22:39.204 +0530,Provisioned
aws.lab.tcs.Ubuntu.Desktop.DB2.Trial,AMAZON,9,2022-03-14 10:58:59.478 +0530,RESOURCE_PROVISIONING,2020-10-06 10:27:30.411 +0530,Provisioned
aws.lab.tcs.Ubuntu.Desktop.DevSecOps,AMAZON,23,2023-01-27 17:13:45.358 +0530,RESOURCE_PROVISIONING,2022-07-11 15:18:25.150 +0530,Provisioned
aws.lab.tcs.Ubuntu.Desktop.ELK.Redis,AMAZON,32,2022-07-21 15:42:50.433 +0530,RESOURCE_PROVISIONING,2021-03-01 13:33:07.527 +0530,Provisioned
aws.lab.tcs.Ubuntu.Desktop.Ethereum,AMAZON,62467,2023-02-02 14:37:59.885 +0530,RESOURCE_PROVISIONING,2020-12-03 16:00:25.161 +0530,Provisioned
aws.lab.tcs.Ubuntu.Desktop.FSD,AMAZON,2,2021-11-26 10:25:15.322 +0530,RESOURCE_PROVISIONING,2021-03-18 15:16:17.410 +0530,Provisioned
aws.lab.tcs.Ubuntu.Desktop.Go,AMAZON,18,2022-10-05 15:16:00.739 +0530,RESOURCE_PROVISIONING,2021-03-12 18:16:22.934 +0530,Provisioned
aws.lab.tcs.Ubuntu.Desktop.Greenplum.x4,AMAZON,6,2022-08-30 13:59:54.549 +0530,RESOURCE_PROVISIONING,2022-06-29 10:22:20.429 +0530,Provisioned
aws.lab.tcs.Ubuntu.Desktop.Hyperledger,AMAZON,16560,2023-02-02 14:09:25.311 +0530,RESOURCE_PROVISIONING,2020-12-28 16:47:00.938 +0530,Provisioned
aws.lab.tcs.Ubuntu.Desktop.LAMP,AMAZON,6,2022-08-30 17:03:07.250 +0530,RESOURCE_PROVISIONING,2022-06-27 13:23:27.061 +0530,Provisioned
aws.lab.tcs.Ubuntu.Desktop.Magento,AMAZON,46,2022-02-17 14:38:41.255 +0530,RESOURCE_PROVISIONING,2021-03-03 17:31:42.998 +0530,Provisioned
aws.lab.tcs.Ubuntu.Desktop.MongoDB,AMAZON,5,2022-08-27 08:29:14.157 +0530,RESOURCE_PROVISIONING,2022-06-20 19:03:35.710 +0530,Provisioned
aws.lab.tcs.Ubuntu.Desktop.Nessus,AMAZON,5,2023-01-24 13:45:56.327 +0530,RESOURCE_PROVISIONING,2022-06-30 15:43:23.632 +0530,Provisioned
aws.lab.tcs.Ubuntu.Desktop.OpenVino,AMAZON,3,2022-07-04 12:12:43.367 +0530,RESOURCE_PROVISIONING,2022-06-29 11:30:06.506 +0530,Provisioned
aws.lab.tcs.Ubuntu.Desktop.Rust,AMAZON,7,2022-10-11 12:07:01.578 +0530,RESOURCE_PROVISIONING,2022-09-27 13:00:30.204 +0530,Provisioned
aws.lab.tcs.Ubuntu.Desktop.Scala,AMAZON,2,2022-08-30 14:06:51.050 +0530,RESOURCE_PROVISIONING,2022-06-14 15:09:05.928 +0530,Provisioned
aws.lab.tcs.Ubuntu.Desktop.Solr,AMAZON,6,2022-06-23 14:25:28.168 +0530,RESOURCE_PROVISIONING,2021-03-16 14:14:09.755 +0530,Provisioned
aws.lab.tcs.Ubuntu.Desktop.Splunk.Trail,AMAZON,2,2022-07-20 19:14:50.730 +0530,RESOURCE_PROVISIONING,2022-07-12 18:27:25.259 +0530,Provisioned
aws.lab.tcs.Ubuntu.Desktop.Splunk.Trial,AMAZON,10,2022-03-28 11:43:41.217 +0530,RESOURCE_PROVISIONING,2021-03-10 16:35:45.609 +0530,Provisioned
aws.lab.tcs.Ubuntu.Desktop.Teraform.Challengelab,AMAZON,,,RESOURCE_PROVISIONING,2021-06-29 12:09:46.144 +0530,Never Requested For Proviosion
aws.lab.tcs.Ubuntu.Desktop.Terraform,AMAZON,4688,2023-02-02 14:21:11.615 +0530,RESOURCE_PROVISIONING,2021-02-25 12:18:29.904 +0530,Provisioned
aws.lab.tcs.Ubuntu.Desktop.Terraform.Challengelab,AMAZON,,,RESOURCE_PROVISIONING,2021-06-29 12:42:49.063 +0530,Never Requested For Proviosion
aws.lab.tcs.Ubuntu.Desktop.VNCViewer,AMAZON,235,2022-09-20 11:35:49.321 +0530,RESOURCE_PROVISIONING,2021-05-26 20:03:32.886 +0530,Provisioned
aws.lab.tcs.Ubuntu.Desktop.Wildfly,AMAZON,2,2022-08-30 15:47:56.346 +0530,RESOURCE_PROVISIONING,2021-03-16 21:17:11.658 +0530,Provisioned
aws.lab.tcs.Ubuntu.Desktop.Wordpress,AMAZON,5,2022-09-15 11:16:14.807 +0530,RESOURCE_PROVISIONING,2022-06-29 10:16:33.713 +0530,Provisioned
aws.lab.tcs.Ubuntu.Desktop.x2,AMAZON,12,2022-03-08 17:33:30.633 +0530,RESOURCE_PROVISIONING,2019-12-18 18:10:42.310 +0530,Provisioned
aws.lab.tcs.Ubuntu.Desktop.x3.ApacheHadoop,AMAZON,1,2021-08-24 11:26:57.048 +0530,RESOURCE_PROVISIONING,2021-08-24 11:25:34.337 +0530,Provisioned
aws.lab.tcs.Ubuntu.Desktop.x3.HadoopApache,AMAZON,49,2022-08-18 09:44:58.949 +0530,RESOURCE_PROVISIONING,2021-08-24 12:33:47.910 +0530,Provisioned
aws.lab.tcs.Ubuntu.FSD,AMAZON,130448,2023-02-02 14:33:25.139 +0530,RESOURCE_PROVISIONING,2020-03-09 18:31:46.314 +0530,Provisioned
aws.lab.tcs.Ubuntu.FSD.Test,AMAZON,1624,2021-02-05 15:11:43.779 +0530,RESOURCE_PROVISIONING,2020-07-01 13:59:35.963 +0530,Provisioned
aws.lab.tcs.Ubuntu.Kubernetes.Cluster,AMAZON,245,2023-01-31 15:41:51.316 +0530,RESOURCE_PROVISIONING,2021-03-08 10:57:41.458 +0530,Provisioned
aws.lab.tcs.Ubuntu.nbgrader.Anaconda.Jupyter,AMAZON,13,2021-09-27 16:54:49.881 +0530,RESOURCE_PROVISIONING,2021-08-31 15:08:54.636 +0530,Provisioned
aws.lab.tcs.Ubuntu.Riak,AMAZON,350,2022-10-13 12:14:05.505 +0530,RESOURCE_PROVISIONING,2021-03-09 11:42:29.987 +0530,Provisioned
aws.lab.tcs.Ubuntu.SAPASE,AMAZON,12,2023-01-02 13:25:42.368 +0530,RESOURCE_PROVISIONING,2021-05-18 19:50:10.291 +0530,Provisioned
aws.lab.tcs.Ubuntu.Scilab,AMAZON,2,2021-03-26 12:21:14.126 +0530,RESOURCE_PROVISIONING,2021-03-22 15:43:57.112 +0530,Provisioned
aws.lab.tcs.Ubuntu.Spocky,AMAZON,2,2021-05-12 14:38:41.436 +0530,RESOURCE_PROVISIONING,2021-05-11 17:26:41.568 +0530,Provisioned
aws.lab.tcs.Ubuntu.Traefik,AMAZON,5,2022-08-30 17:38:06.860 +0530,RESOURCE_PROVISIONING,2021-03-08 15:10:29.469 +0530,Provisioned
aws.lab.tcs.Ubuntu.VLSITools,AMAZON,5,2021-03-17 17:39:18.031 +0530,RESOURCE_PROVISIONING,2021-03-15 13:24:14.629 +0530,Provisioned
aws.lab.tcs.Ubuntu.Zally,AMAZON,2,2021-03-09 11:40:08.881 +0530,RESOURCE_PROVISIONING,2021-03-05 17:48:33.491 +0530,Provisioned
aws.lab.tcs.Windows2016.DynatraceBase,AMAZON,51,2022-04-19 01:27:48.119 +0530,RESOURCE_PROVISIONING,2021-04-29 09:27:30.295 +0530,Provisioned
aws.lab.tcs.Windows2019,AMAZON,1632,2023-02-02 11:38:26.252 +0530,RESOURCE_PROVISIONING,2021-12-17 19:33:44.303 +0530,Provisioned
aws.lab.tcs.Windows.AdobePremiereRush,AMAZON,4,2022-05-13 11:18:01.097 +0530,RESOURCE_PROVISIONING,2020-07-23 15:40:41.914 +0530,Provisioned
aws.lab.tcs.Windows.AlteryxDesigner.Trail,AMAZON,10,2023-01-24 16:57:15.539 +0530,RESOURCE_PROVISIONING,2022-07-12 11:35:12.720 +0530,Provisioned
aws.lab.tcs.Windows.Anypointstudio,AMAZON,1193,2023-01-24 11:53:21.858 +0530,RESOURCE_PROVISIONING,2019-10-01 18:58:17.795 +0530,Provisioned
aws.lab.tcs.Windows.AutoAnyCom,AMAZON,67,2022-08-01 15:22:24.155 +0530,RESOURCE_PROVISIONING,2019-10-11 19:02:33.752 +0530,Provisioned
aws.lab.tcs.Windows.AutoCAD.BYOL,AMAZON,10,2023-01-18 17:03:39.967 +0530,RESOURCE_PROVISIONING,2021-05-12 09:43:33.747 +0530,Provisioned
aws.lab.tcs.Windows.Commvault,AMAZON,4,2020-02-18 10:12:25.216 +0530,RESOURCE_PROVISIONING,2020-01-29 18:07:49.186 +0530,Provisioned
aws.lab.tcs.Windows.Conformiq.Creator.BYOL,AMAZON,12,2022-11-15 14:24:00.420 +0530,RESOURCE_PROVISIONING,2022-01-12 19:43:51.847 +0530,Provisioned
aws.lab.tcs.Windows.Dojo,AMAZON,34,2023-01-10 10:21:09.170 +0530,RESOURCE_PROVISIONING,2022-01-11 18:31:12.842 +0530,Provisioned
aws.lab.tcs.Windows.Drupal,AMAZON,64,2021-10-12 10:40:32.023 +0530,RESOURCE_PROVISIONING,2019-11-12 11:12:46.280 +0530,Provisioned
aws.lab.tcs.Windows.Dynamics,AMAZON,10,2022-10-11 14:03:44.124 +0530,RESOURCE_PROVISIONING,2022-06-21 18:44:37.098 +0530,Provisioned
aws.lab.tcs.Windows.ElasticGraphics,AMAZON,1,2022-06-24 15:29:39.463 +0530,RESOURCE_PROVISIONING,2022-06-24 12:37:26.264 +0530,Provisioned
aws.lab.tcs.Windows.FTK,AMAZON,3,2022-11-09 02:06:32.906 +0530,RESOURCE_PROVISIONING,2022-07-12 16:10:35.884 +0530,Provisioned
aws.lab.tcs.Windows.IBMDataStage.BYOL,AMAZON,149,2023-01-26 20:08:29.831 +0530,RESOURCE_PROVISIONING,2021-10-19 13:54:32.231 +0530,Provisioned
aws.lab.tcs.Windows.InformaticaMDM,AMAZON,,,RESOURCE_PROVISIONING,2023-01-16 15:40:53.589 +0530,Never Requested For Proviosion
aws.lab.tcs.Windows.Informatica.Powercenter,AMAZON,937,2023-01-31 10:05:57.011 +0530,RESOURCE_PROVISIONING,2021-08-14 17:33:27.414 +0530,Provisioned
aws.lab.tcs.Windows.J2EE,AMAZON,859,2023-02-02 14:22:21.155 +0530,RESOURCE_PROVISIONING,2022-07-06 18:16:26.528 +0530,Provisioned
aws.lab.tcs.Windows.Jmeter,AMAZON,3,2021-03-04 12:58:43.546 +0530,RESOURCE_PROVISIONING,2021-02-19 14:47:18.739 +0530,Provisioned
aws.lab.tcs.Windows.JQuery,AMAZON,2,2022-06-21 15:16:11.039 +0530,RESOURCE_PROVISIONING,2022-06-20 13:43:57.767 +0530,Provisioned
aws.lab.tcs.Windows.Jupyter.CPU,AMAZON,15,2023-01-18 17:28:12.752 +0530,RESOURCE_PROVISIONING,2022-09-09 17:30:19.196 +0530,Provisioned
aws.lab.tcs.Windows.Jupyter.GPU,AMAZON,6,2022-09-19 10:58:18.458 +0530,RESOURCE_PROVISIONING,2022-09-09 12:33:48.990 +0530,Provisioned
aws.lab.tcs.Windows.LoadRunner,AMAZON,11,2022-07-06 18:46:39.465 +0530,RESOURCE_PROVISIONING,2021-10-18 09:56:47.547 +0530,Provisioned
aws.lab.tcs.Windows.Matlab.Trial,AMAZON,4,2022-03-25 16:00:01.606 +0530,RESOURCE_PROVISIONING,2021-03-18 15:11:25.742 +0530,Provisioned
aws.lab.tcs.Windows.MEANStack,AMAZON,8,2022-06-24 17:13:11.152 +0530,RESOURCE_PROVISIONING,2022-06-17 18:02:59.258 +0530,Provisioned
aws.lab.tcs.Windows.MendixStudio,AMAZON,767,2022-10-11 17:33:23.541 +0530,RESOURCE_PROVISIONING,2021-07-02 08:22:20.399 +0530,Provisioned
aws.lab.tcs.Windows.Microstrategy,AMAZON,21,2022-07-22 15:25:14.105 +0530,RESOURCE_PROVISIONING,2019-10-04 15:44:53.260 +0530,Provisioned
aws.lab.tcs.Windows.Migration.MariaDB,AMAZON,2,2022-06-28 13:08:20.000 +0530,RESOURCE_PROVISIONING,2022-06-27 12:15:50.356 +0530,Provisioned
aws.lab.tcs.Windows.Minitab.Trial.BYOL,AMAZON,2,2022-07-04 12:29:47.383 +0530,RESOURCE_PROVISIONING,2022-06-29 13:17:08.059 +0530,Provisioned
aws.lab.tcs.Windows.NetbeansMySQL,AMAZON,404,2022-12-20 16:54:07.374 +0530,RESOURCE_PROVISIONING,2022-06-29 17:40:09.324 +0530,Provisioned
aws.lab.tcs.Windows.Nodejs.React,AMAZON,463,2023-01-25 14:46:21.689 +0530,RESOURCE_PROVISIONING,2020-08-14 14:12:57.819 +0530,Provisioned
aws.lab.tcs.Windows.NvidiaOmniverse,AMAZON,10,2022-09-09 11:43:49.228 +0530,RESOURCE_PROVISIONING,2022-06-20 13:36:27.907 +0530,Provisioned
aws.lab.tcs.Windows.OBIEE,AMAZON,6,2021-05-03 19:33:25.544 +0530,RESOURCE_PROVISIONING,2021-05-03 16:38:09.244 +0530,Provisioned
aws.lab.tcs.Windows.OracleApex,AMAZON,12,2022-10-18 07:20:48.720 +0530,RESOURCE_PROVISIONING,2022-07-04 13:01:20.484 +0530,Provisioned
aws.lab.tcs.Windows.OracleCommerce,AMAZON,3,2022-07-07 17:35:49.504 +0530,RESOURCE_PROVISIONING,2022-07-06 17:36:59.112 +0530,Provisioned
aws.lab.tcs.Windows.Oracle.OBIEE,AMAZON,10,2021-11-01 12:11:42.414 +0530,RESOURCE_PROVISIONING,2021-05-03 20:19:51.065 +0530,Provisioned
aws.lab.tcs.Windows.Pentaho,AMAZON,7,2022-07-13 13:37:04.212 +0530,RESOURCE_PROVISIONING,2022-07-12 14:12:02.884 +0530,Provisioned
aws.lab.tcs.Windows.PowerBI,AMAZON,928,2023-02-02 11:41:29.853 +0530,RESOURCE_PROVISIONING,2020-07-04 17:49:06.706 +0530,Provisioned
aws.lab.tcs.Windows.Ruby,AMAZON,3,2022-10-07 16:28:25.099 +0530,RESOURCE_PROVISIONING,2022-06-21 14:32:14.705 +0530,Provisioned
aws.lab.tcs.Windows.SailpointIdentityiq.Env,AMAZON,2,2022-06-29 14:50:16.034 +0530,RESOURCE_PROVISIONING,2022-06-28 11:54:13.173 +0530,Provisioned
aws.lab.tcs.Windows.Selenium,AMAZON,4281,2023-02-01 09:52:54.906 +0530,RESOURCE_PROVISIONING,2020-04-03 13:05:33.428 +0530,Provisioned
aws.lab.tcs.Windows.SeleniumV2,AMAZON,287,2022-12-22 13:52:07.435 +0530,RESOURCE_PROVISIONING,2022-06-28 15:57:49.022 +0530,Provisioned
aws.lab.tcs.Windows.Servicestudio,AMAZON,86,2023-01-17 15:03:21.637 +0530,RESOURCE_PROVISIONING,2022-10-28 14:24:05.455 +0530,Provisioned
aws.lab.tcs.Windows.Sharepoint2019.Trial,AMAZON,150,2021-11-24 11:03:06.481 +0530,RESOURCE_PROVISIONING,2020-10-07 18:12:30.318 +0530,Provisioned
aws.lab.tcs.Windows.SPFx,AMAZON,9,2022-06-22 15:17:52.844 +0530,RESOURCE_PROVISIONING,2022-03-30 22:03:10.214 +0530,Provisioned
aws.lab.tcs.Windows.Squish.Trial.DIY,AMAZON,2,2022-06-23 14:29:11.589 +0530,RESOURCE_PROVISIONING,2022-06-20 16:21:48.080 +0530,Provisioned
aws.lab.tcs.Windows.Tableaudesktop,AMAZON,6789,2023-02-02 13:52:24.663 +0530,RESOURCE_PROVISIONING,2019-10-11 10:29:25.584 +0530,Provisioned
aws.lab.tcs.Windows.TableauRStudio,AMAZON,14,2022-03-07 17:52:29.090 +0530,RESOURCE_PROVISIONING,2020-05-08 18:19:31.244 +0530,Provisioned
aws.lab.tcs.Windows.Talend,AMAZON,400,2023-01-22 13:53:29.510 +0530,RESOURCE_PROVISIONING,2019-12-26 14:01:23.471 +0530,Provisioned
aws.lab.tcs.Windows.Tibco,AMAZON,8,2022-09-08 12:08:39.631 +0530,RESOURCE_PROVISIONING,2022-09-05 12:27:32.925 +0530,Provisioned
aws.lab.tcs.Windows.TOSCA,AMAZON,2,2022-07-11 13:17:07.247 +0530,RESOURCE_PROVISIONING,2022-07-06 14:41:40.866 +0530,Provisioned
aws.lab.tcs.Windows.UIPath,AMAZON,2719,2023-01-31 12:16:55.271 +0530,RESOURCE_PROVISIONING,2019-10-11 12:45:45.032 +0530,Provisioned
aws.lab.tcs.Windows.UIPathTest,AMAZON,2,2021-04-22 12:46:41.612 +0530,RESOURCE_PROVISIONING,2021-04-22 11:50:26.101 +0530,Provisioned
aws.lab.tcs.Windows.UIUX,AMAZON,2,2022-06-21 17:27:20.337 +0530,RESOURCE_PROVISIONING,2022-06-21 14:50:48.948 +0530,Provisioned
aws.lab.tcs.Windows.Vivado,AMAZON,10,2022-06-26 16:07:58.082 +0530,RESOURCE_PROVISIONING,2022-06-21 10:34:34.127 +0530,Provisioned
aws.lab.tcs.Windows.VS2017C,AMAZON,252,2022-12-21 11:08:31.171 +0530,RESOURCE_PROVISIONING,2019-10-04 10:20:52.267 +0530,Provisioned
aws.lab.tcs.Windows.VS2019C,AMAZON,4227,2023-02-02 12:28:01.063 +0530,RESOURCE_PROVISIONING,2020-02-24 17:24:03.267 +0530,Provisioned
aws.lab.techM.Centos7.Desktop.x3,AMAZON,25,2021-10-28 13:26:18.203 +0530,RESOURCE_PROVISIONING,2021-10-20 14:02:42.242 +0530,Provisioned
aws.lab.techM.OracleLinux.Desktop.OracleDB21c,AMAZON,310,2022-11-23 15:16:24.984 +0530,RESOURCE_PROVISIONING,2022-02-01 11:32:12.774 +0530,Provisioned
aws.lab.techm.Ubuntu.Desktop.JavaFsd,AMAZON,1,2022-02-15 12:37:29.202 +0530,RESOURCE_PROVISIONING,2022-02-15 12:18:03.353 +0530,Provisioned
aws.lab.techm.Ubuntu.Desktop.Java.Fsd,AMAZON,28,2022-11-11 16:55:23.476 +0530,RESOURCE_PROVISIONING,2022-02-15 13:25:30.573 +0530,Provisioned
aws.lab.techM.Ubuntu.Desktop.Java.FSD,AMAZON,62,2023-01-08 12:17:03.691 +0530,RESOURCE_PROVISIONING,2022-02-15 14:06:51.444 +0530,Provisioned
aws.lab.TechM.Windows.SailpointIdentityiq.Env,AMAZON,16,2022-06-28 10:08:30.132 +0530,RESOURCE_PROVISIONING,2021-11-29 14:37:01.930 +0530,Provisioned
aws.lab.trainingbazzar.Ubuntu18.Desktop.dotnet,AMAZON,12,2020-09-22 19:22:43.744 +0530,RESOURCE_PROVISIONING,2020-08-11 21:24:20.936 +0530,Provisioned
aws.lab.trainingbazzar.Ubuntu18.Desktop.FSD,AMAZON,7,2022-05-27 21:00:16.825 +0530,RESOURCE_PROVISIONING,2020-08-10 14:14:39.053 +0530,Provisioned
aws.lab.trakinvest.Ubuntu.Desktop.Blockchain,AMAZON,319,2021-12-28 12:04:41.389 +0530,RESOURCE_PROVISIONING,2019-07-12 19:39:06.982 +0530,Provisioned
aws.lab.Transnueron.Ubuntu.Splunk.Trial,AMAZON,84,2022-08-19 13:04:18.248 +0530,RESOURCE_PROVISIONING,2021-06-18 18:18:42.813 +0530,Provisioned
aws.lab.Ubuntu,AMAZON,565,2022-12-26 23:58:28.281 +0530,RESOURCE_PROVISIONING,2017-05-12 20:26:06.755 +0530,Provisioned
aws.lab.Ubuntu18.ChefServer.ChefAutomate.Trial,AMAZON,3,2020-09-18 22:40:16.243 +0530,RESOURCE_PROVISIONING,2020-09-18 19:48:41.468 +0530,Provisioned
aws.lab.Ubuntu18.Desktop.Airflow,AMAZON,109,2023-01-24 11:20:16.949 +0530,RESOURCE_PROVISIONING,2020-11-20 15:51:13.990 +0530,Provisioned
aws.lab.Ubuntu18.Desktop.C.Cpp,AMAZON,31,2021-05-19 00:36:08.972 +0530,RESOURCE_PROVISIONING,2020-05-28 18:54:24.199 +0530,Provisioned
aws.lab.Ubuntu18.Desktop.DCV,AMAZON,12,2022-07-14 16:34:15.166 +0530,RESOURCE_PROVISIONING,2021-11-24 15:51:30.525 +0530,Provisioned
aws.lab.Ubuntu18.Desktop.DevOps,AMAZON,265,2023-02-02 12:08:23.302 +0530,RESOURCE_PROVISIONING,2020-05-24 13:11:42.776 +0530,Provisioned
aws.lab.Ubuntu18.Desktop.Devops.Ngrok,AMAZON,74,2021-09-01 10:08:47.418 +0530,RESOURCE_PROVISIONING,2021-06-10 18:33:49.374 +0530,Provisioned
aws.lab.Ubuntu18.Desktop.Microservices,AMAZON,,,RESOURCE_PROVISIONING,2022-03-15 10:58:11.432 +0530,Never Requested For Proviosion
aws.lab.Ubuntu18.Desktop.Microservices.Spring,AMAZON,275,2023-01-18 12:24:48.501 +0530,RESOURCE_PROVISIONING,2020-06-05 19:49:41.990 +0530,Provisioned
aws.lab.Ubuntu18.Desktop.Microservices.STS,AMAZON,111,2022-08-17 15:34:23.588 +0530,RESOURCE_PROVISIONING,2020-11-06 17:19:55.845 +0530,Provisioned
aws.lab.Ubuntu18.Desktop.Nodejs,AMAZON,3,2020-03-30 20:21:22.542 +0530,RESOURCE_PROVISIONING,2019-08-02 19:15:55.804 +0530,Provisioned
aws.lab.Ubuntu18.Desktop.Nodejs.React,AMAZON,331,2023-01-31 15:49:33.788 +0530,RESOURCE_PROVISIONING,2020-06-08 17:34:49.791 +0530,Provisioned
aws.lab.Ubuntu18.Desktop.openjdk,AMAZON,167,2022-12-26 11:35:09.244 +0530,RESOURCE_PROVISIONING,2021-09-16 14:37:05.679 +0530,Provisioned
aws.lab.Ubuntu18.Desktop.OpenVino,AMAZON,3,2020-07-20 21:18:25.959 +0530,RESOURCE_PROVISIONING,2020-07-20 12:58:08.806 +0530,Provisioned
aws.lab.Ubuntu18.Desktop.Protractor,AMAZON,1,2020-12-07 23:34:32.784 +0530,RESOURCE_PROVISIONING,2020-12-07 18:07:59.669 +0530,Provisioned
aws.lab.Ubuntu18.Desktop.VScode,AMAZON,24,2022-11-08 18:55:31.497 +0530,RESOURCE_PROVISIONING,2021-07-14 21:24:29.549 +0530,Provisioned
aws.lab.Ubuntu18.Desktop.x2,AMAZON,8,2022-11-08 09:16:24.422 +0530,RESOURCE_PROVISIONING,2020-08-14 19:14:08.019 +0530,Provisioned
aws.lab.Ubuntu18.x2,AMAZON,36,2021-05-19 00:02:15.551 +0530,RESOURCE_PROVISIONING,2018-12-03 17:55:50.253 +0530,Provisioned
aws.lab.Ubuntu.Anaconda.Jupyter,AMAZON,227,2023-01-24 19:13:06.841 +0530,RESOURCE_PROVISIONING,2019-09-06 19:55:58.481 +0530,Provisioned
aws.lab.Ubuntu.Anaconda.Jupyter.GPU,AMAZON,34,2023-01-05 10:05:57.050 +0530,RESOURCE_PROVISIONING,2019-09-30 18:22:37.942 +0530,Provisioned
aws.lab.Ubuntu.Apache.Hadoop,AMAZON,28,2022-06-17 13:29:50.273 +0530,RESOURCE_PROVISIONING,2018-07-17 10:29:56.798 +0530,Provisioned
aws.lab.Ubuntu.Cassandra,AMAZON,18,2020-01-07 14:32:46.750 +0530,RESOURCE_PROVISIONING,2017-05-12 20:25:15.581 +0530,Provisioned
aws.lab.Ubuntu.Centos.Desktop.Jenkins.x4,AMAZON,133,2022-12-18 13:46:48.949 +0530,RESOURCE_PROVISIONING,2022-10-28 15:32:10.114 +0530,Provisioned
aws.lab.Ubuntu.Che,AMAZON,26,2020-03-02 20:00:58.225 +0530,RESOURCE_PROVISIONING,2017-06-28 13:54:17.426 +0530,Provisioned
aws.lab.Ubuntu.Couchbase,AMAZON,4,2020-01-21 10:11:44.578 +0530,RESOURCE_PROVISIONING,2017-12-20 12:54:39.098 +0530,Provisioned
aws.lab.Ubuntu.Cpp,AMAZON,457,2021-10-22 16:53:39.046 +0530,RESOURCE_PROVISIONING,2017-11-19 09:43:06.172 +0530,Provisioned
aws.lab.Ubuntu.Cpp.QT,AMAZON,24,2021-03-14 07:42:10.137 +0530,RESOURCE_PROVISIONING,2021-03-12 11:51:04.942 +0530,Provisioned
aws.lab.Ubuntu.Datastax,AMAZON,5,2019-10-03 16:52:25.730 +0530,RESOURCE_PROVISIONING,2017-05-12 20:25:26.055 +0530,Provisioned
aws.lab.Ubuntu.Desktop,AMAZON,9583,2023-01-08 11:21:34.809 +0530,RESOURCE_PROVISIONING,2017-10-31 14:50:41.570 +0530,Provisioned
aws.lab.Ubuntu.Desktop.Alfresco,AMAZON,33,2019-11-14 14:31:41.665 +0530,RESOURCE_PROVISIONING,2019-03-31 16:14:58.244 +0530,Provisioned
aws.lab.Ubuntu.Desktop.Apache.Kafka,AMAZON,160,2022-06-16 17:34:52.720 +0530,RESOURCE_PROVISIONING,2018-06-26 15:55:27.581 +0530,Provisioned
aws.lab.Ubuntu.Desktop.awssdk,AMAZON,415,2023-01-16 13:39:56.013 +0530,RESOURCE_PROVISIONING,2021-12-14 16:39:07.286 +0530,Provisioned
aws.lab.Ubuntu.Desktop.Bitcoin.Core,AMAZON,6,2018-05-14 19:01:44.911 +0530,RESOURCE_PROVISIONING,2018-04-27 16:57:06.554 +0530,Provisioned
aws.lab.Ubuntu.Desktop.Blockchain,AMAZON,4,2023-01-27 16:20:29.031 +0530,RESOURCE_PROVISIONING,2023-01-27 13:20:03.257 +0530,Provisioned
aws.lab.Ubuntu.Desktop.Broadleaf,AMAZON,111,2020-08-27 13:00:32.719 +0530,RESOURCE_PROVISIONING,2020-05-07 16:10:00.894 +0530,Provisioned
aws.lab.Ubuntu.Desktop.Budibase,AMAZON,2,2022-11-09 18:00:49.398 +0530,RESOURCE_PROVISIONING,2022-11-09 16:06:56.698 +0530,Provisioned
aws.lab.Ubuntu.Desktop.CM,AMAZON,24,2021-08-19 10:49:22.637 +0530,RESOURCE_PROVISIONING,2020-10-29 20:14:31.341 +0530,Provisioned
