Date,Country,City,Industry Sector,Accident Level,Potential Accident Level,Gender,Employee Type,Critical Risk,Description,Year,Month,Day,POS_Tags,Tokenized Text,Uni-grams,Bi-grams,Tri-grams
2017-03-15,Country_02,Local_08,Metals,II,IV,Female,Employee,Chemical substances,preparation solubilization activity sample chapel maid moving vial nitric acid detached doser causing projection region face upper limb,2017,3,Wednesday,"[('preparation', 'NN'), ('solubilization', 'NN'), ('activity', 'NN'), ('sample', 'NN'), ('chapel', 'NN'), ('maid', 'VBD'), ('moving', 'VBG'), ('vial', 'JJ'), ('nitric', 'JJ'), ('acid', 'NN'), ('detached', 'VBD'), ('doser', 'RBR'), ('causing', 'VBG'), ('projection', 'NN'), ('region', 'NN'), ('face', 'NN'), ('upper', 'JJ'), ('limb', 'NN')]","['preparation', 'solubilization', 'activity', 'sample', 'chapel', 'maid', 'moving', 'vial', 'nitric', 'acid', 'detached', 'doser', 'causing', 'projection', 'region', 'face', 'upper', 'limb']","['preparation', 'solubilization', 'activity', 'sample', 'chapel', 'maid', 'moving', 'vial', 'nitric', 'acid', 'detached', 'doser', 'causing', 'projection', 'region', 'face', 'upper', 'limb']","['preparation solubilization', 'solubilization activity', 'activity sample', 'sample chapel', 'chapel maid', 'maid moving', 'moving vial', 'vial nitric', 'nitric acid', 'acid detached', 'detached doser', 'doser causing', 'causing projection', 'projection region', 'region face', 'face upper', 'upper limb']","['preparation solubilization activity', 'solubilization activity sample', 'activity sample chapel', 'sample chapel maid', 'chapel maid moving', 'maid moving vial', 'moving vial nitric', 'vial nitric acid', 'nitric acid detached', 'acid detached doser', 'detached doser causing', 'doser causing projection', 'causing projection region', 'projection region face', 'region face upper', 'face upper limb']"
2017-03-18,Country_01,Local_03,Mining,V,V,Male,Third Party (Remote),Power lock,activity changing conveyor belt b feeding primary mill mechanic entered discharge chute x x clean material time automatic sampler x inside chute activated trapping mechanic height chest time accident mechanic alone work area,2017,3,Saturday,"[('activity', 'NN'), ('changing', 'VBG'), ('conveyor', 'NN'), ('belt', 'NN'), ('b', 'NN'), ('feeding', 'VBG'), ('primary', 'JJ'), ('mill', 'NN'), ('mechanic', 'NN'), ('entered', 'VBD'), ('discharge', 'NN'), ('chute', 'NN'), ('x', 'NNP'), ('x', 'NNP'), ('clean', 'JJ'), ('material', 'NN'), ('time', 'NN'), ('automatic', 'JJ'), ('sampler', 'NN'), ('x', 'NNP'), ('inside', 'IN'), ('chute', 'NN'), ('activated', 'VBD'), ('trapping', 'VBG'), ('mechanic', 'JJ'), ('height', 'NN'), ('chest', 'NN'), ('time', 'NN'), ('accident', 'JJ'), ('mechanic', 'JJ'), ('alone', 'NN'), ('work', 'NN'), ('area', 'NN')]","['activity', 'changing', 'conveyor', 'belt', 'b', 'feeding', 'primary', 'mill', 'mechanic', 'entered', 'discharge', 'chute', 'x', 'x', 'clean', 'material', 'time', 'automatic', 'sampler', 'x', 'inside', 'chute', 'activated', 'trapping', 'mechanic', 'height', 'chest', 'time', 'accident', 'mechanic', 'alone', 'work', 'area']","['activity', 'changing', 'conveyor', 'belt', 'b', 'feeding', 'primary', 'mill', 'mechanic', 'entered', 'discharge', 'chute', 'x', 'x', 'clean', 'material', 'time', 'automatic', 'sampler', 'x', 'inside', 'chute', 'activated', 'trapping', 'mechanic', 'height', 'chest', 'time', 'accident', 'mechanic', 'alone', 'work', 'area']","['activity changing', 'changing conveyor', 'conveyor belt', 'belt b', 'b feeding', 'feeding primary', 'primary mill', 'mill mechanic', 'mechanic entered', 'entered discharge', 'discharge chute', 'chute x', 'x x', 'x clean', 'clean material', 'material time', 'time automatic', 'automatic sampler', 'sampler x', 'x inside', 'inside chute', 'chute activated', 'activated trapping', 'trapping mechanic', 'mechanic height', 'height chest', 'chest time', 'time accident', 'accident mechanic', 'mechanic alone', 'alone work', 'work area']","['activity changing conveyor', 'changing conveyor belt', 'conveyor belt b', 'belt b feeding', 'b feeding primary', 'feeding primary mill', 'primary mill mechanic', 'mill mechanic entered', 'mechanic entered discharge', 'entered discharge chute', 'discharge chute x', 'chute x x', 'x x clean', 'x clean material', 'clean material time', 'material time automatic', 'time automatic sampler', 'automatic sampler x', 'sampler x inside', 'x inside chute', 'inside chute activated', 'chute activated trapping', 'activated trapping mechanic', 'trapping mechanic height', 'mechanic height chest', 'height chest time', 'chest time accident', 'time accident mechanic', 'accident mechanic alone', 'mechanic alone work', 'alone work area']"
2017-03-22,Country_01,Local_06,Metals,V,V,Male,Third Party (Remote),Power lock,approximately hour change cable z power cell locked cabinet z transformer loud noise followed oscillation electrical system moment collaborator queneche company eissa found floor head inside adjoining cell z cabinet blocked assigned work received electric shock,2017,3,Wednesday,"[('approximately', 'RB'), ('hour', 'NN'), ('change', 'NN'), ('cable', 'NN'), ('z', 'NN'), ('power', 'NN'), ('cell', 'NN'), ('locked', 'VBD'), ('cabinet', 'JJ'), ('z', 'NN'), ('transformer', 'NN'), ('loud', 'NN'), ('noise', 'NN'), ('followed', 'VBD'), ('oscillation', 'JJ'), ('electrical', 'JJ'), ('system', 'NN'), ('moment', 'NN'), ('collaborator', 'NN'), ('queneche', 'NN'), ('company', 'NN'), ('eissa', 'VBZ'), ('found', 'JJ'), ('floor', 'NN'), ('head', 'NN'), ('inside', 'IN'), ('adjoining', 'VBG'), ('cell', 'NN'), ('z', 'FW'), ('cabinet', 'NN'), ('blocked', 'VBD'), ('assigned', 'JJ'), ('work', 'NN'), ('received', 'VBD'), ('electric', 'JJ'), ('shock', 'NN')]","['approximately', 'hour', 'change', 'cable', 'z', 'power', 'cell', 'locked', 'cabinet', 'z', 'transformer', 'loud', 'noise', 'followed', 'oscillation', 'electrical', 'system', 'moment', 'collaborator', 'queneche', 'company', 'eissa', 'found', 'floor', 'head', 'inside', 'adjoining', 'cell', 'z', 'cabinet', 'blocked', 'assigned', 'work', 'received', 'electric', 'shock']","['approximately', 'hour', 'change', 'cable', 'z', 'power', 'cell', 'locked', 'cabinet', 'z', 'transformer', 'loud', 'noise', 'followed', 'oscillation', 'electrical', 'system', 'moment', 'collaborator', 'queneche', 'company', 'eissa', 'found', 'floor', 'head', 'inside', 'adjoining', 'cell', 'z', 'cabinet', 'blocked', 'assigned', 'work', 'received', 'electric', 'shock']","['approximately hour', 'hour change', 'change cable', 'cable z', 'z power', 'power cell', 'cell locked', 'locked cabinet', 'cabinet z', 'z transformer', 'transformer loud', 'loud noise', 'noise followed', 'followed oscillation', 'oscillation electrical', 'electrical system', 'system moment', 'moment collaborator', 'collaborator queneche', 'queneche company', 'company eissa', 'eissa found', 'found floor', 'floor head', 'head inside', 'inside adjoining', 'adjoining cell', 'cell z', 'z cabinet', 'cabinet blocked', 'blocked assigned', 'assigned work', 'work received', 'received electric', 'electric shock']","['approximately hour change', 'hour change cable', 'change cable z', 'cable z power', 'z power cell', 'power cell locked', 'cell locked cabinet', 'locked cabinet z', 'cabinet z transformer', 'z transformer loud', 'transformer loud noise', 'loud noise followed', 'noise followed oscillation', 'followed oscillation electrical', 'oscillation electrical system', 'electrical system moment', 'system moment collaborator', 'moment collaborator queneche', 'collaborator queneche company', 'queneche company eissa', 'company eissa found', 'eissa found floor', 'found floor head', 'floor head inside', 'head inside adjoining', 'inside adjoining cell', 'adjoining cell z', 'cell z cabinet', 'z cabinet blocked', 'cabinet blocked assigned', 'blocked assigned work', 'assigned work received', 'work received electric', 'received electric shock']"
2017-03-25,Country_01,Local_03,Mining,II,V,Male,Third Party,Vehicles and Mobile Equipment,mixer e c incimmet moved positive south ramp direction surface unicon concrete plant height operator observes untimely light engine go control control respond equipment start reverse meter operator jump cabin meter team hit right gable turn side left area circumstance event presence personnel equipment could affected,2017,3,Saturday,"[('mixer', 'NN'), ('e', 'NN'), ('c', 'VBP'), ('incimmet', 'NN'), ('moved', 'VBD'), ('positive', 'JJ'), ('south', 'NN'), ('ramp', 'JJ'), ('direction', 'NN'), ('surface', 'NN'), ('unicon', 'JJ'), ('concrete', 'NN'), ('plant', 'NN'), ('height', 'NN'), ('operator', 'NN'), ('observes', 'VBZ'), ('untimely', 'RB'), ('light', 'JJ'), ('engine', 'NN'), ('go', 'VB'), ('control', 'NN'), ('control', 'NN'), ('respond', 'NN'), ('equipment', 'NN'), ('start', 'NN'), ('reverse', 'NN'), ('meter', 'NN'), ('operator', 'NN'), ('jump', 'NN'), ('cabin', 'NN'), ('meter', 'NN'), ('team', 'NN'), ('hit', 'VBD'), ('right', 'JJ'), ('gable', 'JJ'), ('turn', 'JJ'), ('side', 'NN'), ('left', 'VBD'), ('area', 'NN'), ('circumstance', 'NN'), ('event', 'NN'), ('presence', 'NN'), ('personnel', 'NNS'), ('equipment', 'NN'), ('could', 'MD'), ('affected', 'VB')]","['mixer', 'e', 'c', 'incimmet', 'moved', 'positive', 'south', 'ramp', 'direction', 'surface', 'unicon', 'concrete', 'plant', 'height', 'operator', 'observes', 'untimely', 'light', 'engine', 'go', 'control', 'control', 'respond', 'equipment', 'start', 'reverse', 'meter', 'operator', 'jump', 'cabin', 'meter', 'team', 'hit', 'right', 'gable', 'turn', 'side', 'left', 'area', 'circumstance', 'event', 'presence', 'personnel', 'equipment', 'could', 'affected']","['mixer', 'e', 'c', 'incimmet', 'moved', 'positive', 'south', 'ramp', 'direction', 'surface', 'unicon', 'concrete', 'plant', 'height', 'operator', 'observes', 'untimely', 'light', 'engine', 'go', 'control', 'control', 'respond', 'equipment', 'start', 'reverse', 'meter', 'operator', 'jump', 'cabin', 'meter', 'team', 'hit', 'right', 'gable', 'turn', 'side', 'left', 'area', 'circumstance', 'event', 'presence', 'personnel', 'equipment', 'could', 'affected']","['mixer e', 'e c', 'c incimmet', 'incimmet moved', 'moved positive', 'positive south', 'south ramp', 'ramp direction', 'direction surface', 'surface unicon', 'unicon concrete', 'concrete plant', 'plant height', 'height operator', 'operator observes', 'observes untimely', 'untimely light', 'light engine', 'engine go', 'go control', 'control control', 'control respond', 'respond equipment', 'equipment start', 'start reverse', 'reverse meter', 'meter operator', 'operator jump', 'jump cabin', 'cabin meter', 'meter team', 'team hit', 'hit right', 'right gable', 'gable turn', 'turn side', 'side left', 'left area', 'area circumstance', 'circumstance event', 'event presence', 'presence personnel', 'personnel equipment', 'equipment could', 'could affected']","['mixer e c', 'e c incimmet', 'c incimmet moved', 'incimmet moved positive', 'moved positive south', 'positive south ramp', 'south ramp direction', 'ramp direction surface', 'direction surface unicon', 'surface unicon concrete', 'unicon concrete plant', 'concrete plant height', 'plant height operator', 'height operator observes', 'operator observes untimely', 'observes untimely light', 'untimely light engine', 'light engine go', 'engine go control', 'go control control', 'control control respond', 'control respond equipment', 'respond equipment start', 'equipment start reverse', 'start reverse meter', 'reverse meter operator', 'meter operator jump', 'operator jump cabin', 'jump cabin meter', 'cabin meter team', 'meter team hit', 'team hit right', 'hit right gable', 'right gable turn', 'gable turn side', 'turn side left', 'side left area', 'left area circumstance', 'area circumstance event', 'circumstance event presence', 'event presence personnel', 'presence personnel equipment', 'personnel equipment could', 'equipment could affected']"
2017-03-25,Country_03,Local_10,Others,I,I,Male,Employee,Others,technician magnetometric survey stepped thorn reaction immediately retreat losing balance magnetometer antenna broke,2017,3,Saturday,"[('technician', 'JJ'), ('magnetometric', 'NN'), ('survey', 'NN'), ('stepped', 'VBD'), ('thorn', 'JJ'), ('reaction', 'NN'), ('immediately', 'RB'), ('retreat', 'JJ'), ('losing', 'VBG'), ('balance', 'NN'), ('magnetometer', 'NN'), ('antenna', 'NN'), ('broke', 'VBD')]","['technician', 'magnetometric', 'survey', 'stepped', 'thorn', 'reaction', 'immediately', 'retreat', 'losing', 'balance', 'magnetometer', 'antenna', 'broke']","['technician', 'magnetometric', 'survey', 'stepped', 'thorn', 'reaction', 'immediately', 'retreat', 'losing', 'balance', 'magnetometer', 'antenna', 'broke']","['technician magnetometric', 'magnetometric survey', 'survey stepped', 'stepped thorn', 'thorn reaction', 'reaction immediately', 'immediately retreat', 'retreat losing', 'losing balance', 'balance magnetometer', 'magnetometer antenna', 'antenna broke']","['technician magnetometric survey', 'magnetometric survey stepped', 'survey stepped thorn', 'stepped thorn reaction', 'thorn reaction immediately', 'reaction immediately retreat', 'immediately retreat losing', 'retreat losing balance', 'losing balance magnetometer', 'balance magnetometer antenna', 'magnetometer antenna broke']"
2017-03-31,Country_02,Local_05,Metals,I,IV,Male,Third Party,Fall prevention,employee report assisted maintenance activity tower electrolysis stepped grp grid polymer glass floor moving causing fall event took place stage displacement fall floor span receiving effort employee fall grp floor side gutter floor supporting structure employee fall lower level grp floor,2017,3,Friday,"[('employee', 'NN'), ('report', 'NN'), ('assisted', 'VBD'), ('maintenance', 'NN'), ('activity', 'NN'), ('tower', 'NN'), ('electrolysis', 'NN'), ('stepped', 'VBD'), ('grp', 'JJ'), ('grid', 'JJ'), ('polymer', 'NN'), ('glass', 'NN'), ('floor', 'NN'), ('moving', 'VBG'), ('causing', 'VBG'), ('fall', 'NN'), ('event', 'NN'), ('took', 'VBD'), ('place', 'NN'), ('stage', 'NN'), ('displacement', 'JJ'), ('fall', 'NN'), ('floor', 'NN'), ('span', 'NN'), ('receiving', 'VBG'), ('effort', 'NN'), ('employee', 'NN'), ('fall', 'NN'), ('grp', 'NN'), ('floor', 'NN'), ('side', 'NN'), ('gutter', 'NN'), ('floor', 'NN'), ('supporting', 'VBG'), ('structure', 'NN'), ('employee', 'NN'), ('fall', 'NN'), ('lower', 'JJR'), ('level', 'NN'), ('grp', 'NN'), ('floor', 'NN')]","['employee', 'report', 'assisted', 'maintenance', 'activity', 'tower', 'electrolysis', 'stepped', 'grp', 'grid', 'polymer', 'glass', 'floor', 'moving', 'causing', 'fall', 'event', 'took', 'place', 'stage', 'displacement', 'fall', 'floor', 'span', 'receiving', 'effort', 'employee', 'fall', 'grp', 'floor', 'side', 'gutter', 'floor', 'supporting', 'structure', 'employee', 'fall', 'lower', 'level', 'grp', 'floor']","['employee', 'report', 'assisted', 'maintenance', 'activity', 'tower', 'electrolysis', 'stepped', 'grp', 'grid', 'polymer', 'glass', 'floor', 'moving', 'causing', 'fall', 'event', 'took', 'place', 'stage', 'displacement', 'fall', 'floor', 'span', 'receiving', 'effort', 'employee', 'fall', 'grp', 'floor', 'side', 'gutter', 'floor', 'supporting', 'structure', 'employee', 'fall', 'lower', 'level', 'grp', 'floor']","['employee report', 'report assisted', 'assisted maintenance', 'maintenance activity', 'activity tower', 'tower electrolysis', 'electrolysis stepped', 'stepped grp', 'grp grid', 'grid polymer', 'polymer glass', 'glass floor', 'floor moving', 'moving causing', 'causing fall', 'fall event', 'event took', 'took place', 'place stage', 'stage displacement', 'displacement fall', 'fall floor', 'floor span', 'span receiving', 'receiving effort', 'effort employee', 'employee fall', 'fall grp', 'grp floor', 'floor side', 'side gutter', 'gutter floor', 'floor supporting', 'supporting structure', 'structure employee', 'employee fall', 'fall lower', 'lower level', 'level grp', 'grp floor']","['employee report assisted', 'report assisted maintenance', 'assisted maintenance activity', 'maintenance activity tower', 'activity tower electrolysis', 'tower electrolysis stepped', 'electrolysis stepped grp', 'stepped grp grid', 'grp grid polymer', 'grid polymer glass', 'polymer glass floor', 'glass floor moving', 'floor moving causing', 'moving causing fall', 'causing fall event', 'fall event took', 'event took place', 'took place stage', 'place stage displacement', 'stage displacement fall', 'displacement fall floor', 'fall floor span', 'floor span receiving', 'span receiving effort', 'receiving effort employee', 'effort employee fall', 'employee fall grp', 'fall grp floor', 'grp floor side', 'floor side gutter', 'side gutter floor', 'gutter floor supporting', 'floor supporting structure', 'supporting structure employee', 'structure employee fall', 'employee fall lower', 'fall lower level', 'lower level grp', 'level grp floor']"
2017-04-04,Country_02,Local_05,Metals,I,III,Male,Employee,Chemical substances,employee report supervising activity ustulation near ball projection hot humped dust upper floor reached cervical neck region causing first degree burn,2017,4,Tuesday,"[('employee', 'NN'), ('report', 'NN'), ('supervising', 'VBG'), ('activity', 'NN'), ('ustulation', 'NN'), ('near', 'IN'), ('ball', 'JJ'), ('projection', 'NN'), ('hot', 'JJ'), ('humped', 'VBD'), ('dust', 'JJ'), ('upper', 'JJ'), ('floor', 'NN'), ('reached', 'VBD'), ('cervical', 'JJ'), ('neck', 'NN'), ('region', 'NN'), ('causing', 'VBG'), ('first', 'JJ'), ('degree', 'NN'), ('burn', 'NN')]","['employee', 'report', 'supervising', 'activity', 'ustulation', 'near', 'ball', 'projection', 'hot', 'humped', 'dust', 'upper', 'floor', 'reached', 'cervical', 'neck', 'region', 'causing', 'first', 'degree', 'burn']","['employee', 'report', 'supervising', 'activity', 'ustulation', 'near', 'ball', 'projection', 'hot', 'humped', 'dust', 'upper', 'floor', 'reached', 'cervical', 'neck', 'region', 'causing', 'first', 'degree', 'burn']","['employee report', 'report supervising', 'supervising activity', 'activity ustulation', 'ustulation near', 'near ball', 'ball projection', 'projection hot', 'hot humped', 'humped dust', 'dust upper', 'upper floor', 'floor reached', 'reached cervical', 'cervical neck', 'neck region', 'region causing', 'causing first', 'first degree', 'degree burn']","['employee report supervising', 'report supervising activity', 'supervising activity ustulation', 'activity ustulation near', 'ustulation near ball', 'near ball projection', 'ball projection hot', 'projection hot humped', 'hot humped dust', 'humped dust upper', 'dust upper floor', 'upper floor reached', 'floor reached cervical', 'reached cervical neck', 'cervical neck region', 'neck region causing', 'region causing first', 'causing first degree', 'first degree burn']"
2017-04-05,Country_02,Local_05,Metals,I,IV,Male,Employee,Suspended Loads,employee performed task hoisting big bag containing waelz oxide performing several hoistings employee suffered low voltage electric shock contacting hoist attaching handle big bag,2017,4,Wednesday,"[('employee', 'NN'), ('performed', 'VBD'), ('task', 'NN'), ('hoisting', 'VBG'), ('big', 'JJ'), ('bag', 'NN'), ('containing', 'VBG'), ('waelz', 'JJ'), ('oxide', 'IN'), ('performing', 'VBG'), ('several', 'JJ'), ('hoistings', 'NNS'), ('employee', 'NN'), ('suffered', 'VBD'), ('low', 'JJ'), ('voltage', 'NN'), ('electric', 'JJ'), ('shock', 'NN'), ('contacting', 'VBG'), ('hoist', 'JJ'), ('attaching', 'VBG'), ('handle', 'JJ'), ('big', 'JJ'), ('bag', 'NN')]","['employee', 'performed', 'task', 'hoisting', 'big', 'bag', 'containing', 'waelz', 'oxide', 'performing', 'several', 'hoistings', 'employee', 'suffered', 'low', 'voltage', 'electric', 'shock', 'contacting', 'hoist', 'attaching', 'handle', 'big', 'bag']","['employee', 'performed', 'task', 'hoisting', 'big', 'bag', 'containing', 'waelz', 'oxide', 'performing', 'several', 'hoistings', 'employee', 'suffered', 'low', 'voltage', 'electric', 'shock', 'contacting', 'hoist', 'attaching', 'handle', 'big', 'bag']","['employee performed', 'performed task', 'task hoisting', 'hoisting big', 'big bag', 'bag containing', 'containing waelz', 'waelz oxide', 'oxide performing', 'performing several', 'several hoistings', 'hoistings employee', 'employee suffered', 'suffered low', 'low voltage', 'voltage electric', 'electric shock', 'shock contacting', 'contacting hoist', 'hoist attaching', 'attaching handle', 'handle big', 'big bag']","['employee performed task', 'performed task hoisting', 'task hoisting big', 'hoisting big bag', 'big bag containing', 'bag containing waelz', 'containing waelz oxide', 'waelz oxide performing', 'oxide performing several', 'performing several hoistings', 'several hoistings employee', 'hoistings employee suffered', 'employee suffered low', 'suffered low voltage', 'low voltage electric', 'voltage electric shock', 'electric shock contacting', 'shock contacting hoist', 'contacting hoist attaching', 'hoist attaching handle', 'attaching handle big', 'handle big bag']"
2017-04-07,Country_02,Local_02,Mining,I,III,Male,Third Party (Remote),Others,employee moved toward structure post came step false suffering twisting left ankle,2017,4,Friday,"[('employee', 'NN'), ('moved', 'VBD'), ('toward', 'IN'), ('structure', 'NN'), ('post', 'NN'), ('came', 'VBD'), ('step', 'NN'), ('false', 'RB'), ('suffering', 'VBG'), ('twisting', 'VBG'), ('left', 'VBD'), ('ankle', 'NN')]","['employee', 'moved', 'toward', 'structure', 'post', 'came', 'step', 'false', 'suffering', 'twisting', 'left', 'ankle']","['employee', 'moved', 'toward', 'structure', 'post', 'came', 'step', 'false', 'suffering', 'twisting', 'left', 'ankle']","['employee moved', 'moved toward', 'toward structure', 'structure post', 'post came', 'came step', 'step false', 'false suffering', 'suffering twisting', 'twisting left', 'left ankle']","['employee moved toward', 'moved toward structure', 'toward structure post', 'structure post came', 'post came step', 'came step false', 'step false suffering', 'false suffering twisting', 'suffering twisting left', 'twisting left ankle']"
2017-04-04,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,around h current sediment activity collaborator warley took bee sting neck using screen bee entered bottom screen sting team decided leave workplace due presence bee collaborator reaction continued work normally,2017,4,Tuesday,"[('around', 'IN'), ('h', 'JJ'), ('current', 'JJ'), ('sediment', 'NN'), ('activity', 'NN'), ('collaborator', 'NN'), ('warley', 'NN'), ('took', 'VBD'), ('bee', 'NN'), ('sting', 'VBG'), ('neck', 'NN'), ('using', 'VBG'), ('screen', 'JJ'), ('bee', 'NN'), ('entered', 'VBD'), ('bottom', 'JJ'), ('screen', 'NN'), ('sting', 'VBG'), ('team', 'NN'), ('decided', 'VBD'), ('leave', 'JJ'), ('workplace', 'NN'), ('due', 'JJ'), ('presence', 'NN'), ('bee', 'NN'), ('collaborator', 'NN'), ('reaction', 'NN'), ('continued', 'VBD'), ('work', 'NN'), ('normally', 'RB')]","['around', 'h', 'current', 'sediment', 'activity', 'collaborator', 'warley', 'took', 'bee', 'sting', 'neck', 'using', 'screen', 'bee', 'entered', 'bottom', 'screen', 'sting', 'team', 'decided', 'leave', 'workplace', 'due', 'presence', 'bee', 'collaborator', 'reaction', 'continued', 'work', 'normally']","['around', 'h', 'current', 'sediment', 'activity', 'collaborator', 'warley', 'took', 'bee', 'sting', 'neck', 'using', 'screen', 'bee', 'entered', 'bottom', 'screen', 'sting', 'team', 'decided', 'leave', 'workplace', 'due', 'presence', 'bee', 'collaborator', 'reaction', 'continued', 'work', 'normally']","['around h', 'h current', 'current sediment', 'sediment activity', 'activity collaborator', 'collaborator warley', 'warley took', 'took bee', 'bee sting', 'sting neck', 'neck using', 'using screen', 'screen bee', 'bee entered', 'entered bottom', 'bottom screen', 'screen sting', 'sting team', 'team decided', 'decided leave', 'leave workplace', 'workplace due', 'due presence', 'presence bee', 'bee collaborator', 'collaborator reaction', 'reaction continued', 'continued work', 'work normally']","['around h current', 'h current sediment', 'current sediment activity', 'sediment activity collaborator', 'activity collaborator warley', 'collaborator warley took', 'warley took bee', 'took bee sting', 'bee sting neck', 'sting neck using', 'neck using screen', 'using screen bee', 'screen bee entered', 'bee entered bottom', 'entered bottom screen', 'bottom screen sting', 'screen sting team', 'sting team decided', 'team decided leave', 'decided leave workplace', 'leave workplace due', 'workplace due presence', 'due presence bee', 'presence bee collaborator', 'bee collaborator reaction', 'collaborator reaction continued', 'reaction continued work', 'continued work normally']"
2017-04-06,Country_01,Local_06,Metals,I,II,Male,Third Party,Others,industrial cleaning worker cristian performing cleaning activity gutter striking wall remove solid solution formed moment operator hand slide impact edge gutter causing blow little finger left hand,2017,4,Thursday,"[('industrial', 'JJ'), ('cleaning', 'NN'), ('worker', 'NN'), ('cristian', 'JJ'), ('performing', 'VBG'), ('cleaning', 'NN'), ('activity', 'NN'), ('gutter', 'NN'), ('striking', 'VBG'), ('wall', 'NN'), ('remove', 'VB'), ('solid', 'JJ'), ('solution', 'NN'), ('formed', 'VBD'), ('moment', 'NN'), ('operator', 'NN'), ('hand', 'NN'), ('slide', 'NN'), ('impact', 'NN'), ('edge', 'VBP'), ('gutter', 'NN'), ('causing', 'VBG'), ('blow', 'JJ'), ('little', 'JJ'), ('finger', 'NN'), ('left', 'VBD'), ('hand', 'NN')]","['industrial', 'cleaning', 'worker', 'cristian', 'performing', 'cleaning', 'activity', 'gutter', 'striking', 'wall', 'remove', 'solid', 'solution', 'formed', 'moment', 'operator', 'hand', 'slide', 'impact', 'edge', 'gutter', 'causing', 'blow', 'little', 'finger', 'left', 'hand']","['industrial', 'cleaning', 'worker', 'cristian', 'performing', 'cleaning', 'activity', 'gutter', 'striking', 'wall', 'remove', 'solid', 'solution', 'formed', 'moment', 'operator', 'hand', 'slide', 'impact', 'edge', 'gutter', 'causing', 'blow', 'little', 'finger', 'left', 'hand']","['industrial cleaning', 'cleaning worker', 'worker cristian', 'cristian performing', 'performing cleaning', 'cleaning activity', 'activity gutter', 'gutter striking', 'striking wall', 'wall remove', 'remove solid', 'solid solution', 'solution formed', 'formed moment', 'moment operator', 'operator hand', 'hand slide', 'slide impact', 'impact edge', 'edge gutter', 'gutter causing', 'causing blow', 'blow little', 'little finger', 'finger left', 'left hand']","['industrial cleaning worker', 'cleaning worker cristian', 'worker cristian performing', 'cristian performing cleaning', 'performing cleaning activity', 'cleaning activity gutter', 'activity gutter striking', 'gutter striking wall', 'striking wall remove', 'wall remove solid', 'remove solid solution', 'solid solution formed', 'solution formed moment', 'formed moment operator', 'moment operator hand', 'operator hand slide', 'hand slide impact', 'slide impact edge', 'impact edge gutter', 'edge gutter causing', 'gutter causing blow', 'causing blow little', 'blow little finger', 'little finger left', 'finger left hand']"
